province;red;green;blue;x;x
# 7731;91;189;1;;x
# 7732;133;192;129;;x
# 7733;175;195;2;;x
# 7734;7;198;130;;x
# 7735;49;201;3;;x
# 7736;91;204;131;;x
# 7737;133;207;4;;x
# 7738;175;210;132;;x
# 7739;7;0;5;;x
# 7740;49;3;133;;x
# 7741;91;6;6;;x
# 7742;133;9;134;;x
# 7743;175;12;7;;x
# 7744;7;15;135;;x
# 7745;49;18;8;;x
# 7746;91;21;136;;x
# 7747;133;24;9;;x
# 7748;175;27;137;;x
# 7749;7;30;10;;x
# 7750;49;33;138;;x
# 7751;91;36;11;;x
# 7752;133;39;139;;x
# 7753;175;42;12;;x
# 7754;7;45;140;;x
# 7755;49;48;13;;x
# 7756;91;51;141;;x
# 7757;133;54;14;;x
# 7758;175;57;142;;x
# 7759;7;60;15;;x
# 7760;49;63;143;;x
# 7761;91;66;16;;x
# 7762;133;69;144;;x
# 7763;175;72;17;;x
# 7764;7;75;145;;x
# 7765;49;78;18;;x
# 7766;91;81;146;;x
# 7767;133;84;19;;x
# 7768;175;87;147;;x
# 7769;7;90;20;;x
# 7770;49;93;148;;x
# 7771;91;96;21;;x
# 7772;133;99;149;;x
# 7773;175;102;22;;x
# 7774;7;105;150;;x
# 7775;49;108;23;;x
# 7776;91;111;151;;x
# 7777;133;114;24;;x
# 7778;175;117;152;;x
# 7779;7;120;25;;x
# 7780;49;123;153;;x
# 7781;91;126;26;;x
# 7782;133;129;154;;x
# 7783;175;132;27;;x
# 7784;7;135;155;;x
# 7785;49;138;28;;x
# 7786;91;141;156;;x
# 7787;133;144;29;;x
# 7788;175;147;157;;x
# 7789;7;150;30;;x
# 7790;49;153;158;;x
# 7791;91;156;31;;x
# 7792;133;159;159;;x
# 7793;175;162;32;;x
# 7794;7;165;160;;x
# 7795;49;168;33;;x
# 7796;91;171;161;;x
# 7797;133;174;34;;x
# 7798;175;177;162;;x
# 7799;7;180;35;;x
# 7800;49;183;163;;x
# 7801;91;186;36;;x
# 7802;133;189;164;;x
# 7803;175;192;37;;x
# 7804;7;195;165;;x
# 7805;49;198;38;;x
# 7806;91;201;166;;x
# 7807;133;204;39;;x
# 7808;175;207;167;;x
# 7809;7;210;40;;x
# 7810;49;0;168;;x
# 7811;91;3;41;;x
# 7812;133;6;169;;x
# 7813;175;9;42;;x
# 7814;7;12;170;;x
# 7815;49;15;43;;x
# 7816;91;18;171;;x
# 7817;133;21;44;;x
# 7818;175;24;172;;x
# 7819;7;27;45;;x
# 7820;49;30;173;;x
# 7821;91;33;46;;x
# 7822;133;36;174;;x
# 7823;175;39;47;;x
# 7824;7;42;175;;x
# 7825;49;45;48;;x
# 7826;91;48;176;;x
# 7827;133;51;49;;x
# 7828;175;54;177;;x
# 7829;7;57;50;;x
# 7830;49;60;178;;x
# 7831;91;63;51;;x
# 7832;133;66;179;;x
# 7833;175;69;52;;x
# 7834;7;72;180;;x
# 7835;49;75;53;;x
# 7836;91;78;181;;x
# 7837;133;81;54;;x
# 7838;175;84;182;;x
# 7839;7;87;55;;x
# 7840;49;90;183;;x
# 7841;91;93;56;;x
# 7842;133;96;184;;x
# 7843;175;99;57;;x
# 7844;7;102;185;;x
# 7845;49;105;58;;x
# 7846;91;108;186;;x
# 7847;133;111;59;;x
# 7848;175;114;187;;x
# 7849;7;117;60;;x
# 7850;49;120;188;;x
# 7851;91;123;61;;x
# 7852;133;126;189;;x
# 7853;175;129;62;;x
# 7854;7;132;190;;x
# 7855;49;135;63;;x
# 7856;91;138;191;;x
# 7857;133;141;64;;x
# 7858;175;144;192;;x
# 7859;7;147;65;;x
# 7860;49;150;193;;x
# 7861;91;153;66;;x
# 7862;133;156;194;;x
# 7863;175;159;67;;x
# 7864;7;162;195;;x
# 7865;49;165;68;;x
# 7866;91;168;196;;x
# 7867;133;171;69;;x
# 7868;175;174;197;;x
# 7869;7;177;70;;x
# 7870;49;180;198;;x
# 7871;91;183;71;;x
# 7872;133;186;199;;x
# 7873;175;189;72;;x
# 7874;7;192;200;;x
# 7875;49;195;73;;x
# 7876;91;198;201;;x
# 7877;133;201;74;;x
# 7878;175;204;202;;x
# 7879;7;207;75;;x
# 7880;49;210;203;;x
# 7881;91;0;76;;x
# 7882;133;3;204;;x
# 7883;175;6;77;;x
# 7884;7;9;205;;x
# 7885;49;12;78;;x
# 7886;91;15;206;;x
# 7887;133;18;79;;x
# 7888;175;21;207;;x
# 7889;7;24;80;;x
# 7890;49;27;208;;x
# 7891;91;30;81;;x
# 7892;133;33;209;;x
# 7893;175;36;82;;x
# 7894;7;39;210;;x
# 7895;49;42;83;;x
# 7896;91;45;211;;x
# 7897;133;48;84;;x
# 7898;175;51;212;;x
# 7899;7;54;85;;x
# 7900;49;57;213;;x
# 7901;91;60;86;;x
# 7902;133;63;214;;x
# 7903;175;66;87;;x
# 7904;7;69;215;;x
# 7905;49;72;88;;x
# 7906;91;75;216;;x
# 7907;133;78;89;;x
# 7908;175;81;217;;x
# 7909;7;84;90;;x
# 7910;49;87;218;;x
# 7911;91;90;91;;x
# 7912;133;93;219;;x
# 7913;175;96;92;;x
# 7914;7;99;220;;x
# 7915;49;102;93;;x
# 7916;91;105;221;;x
# 7917;133;108;94;;x
# 7918;175;111;222;;x
# 7919;7;114;95;;x
# 7920;49;117;223;;x
# 7921;91;120;96;;x
# 7922;133;123;224;;x
# 7923;175;126;97;;x
# 7924;7;129;225;;x
# 7925;49;132;98;;x
# 7926;91;135;226;;x
# 7927;133;138;99;;x
# 7928;175;141;227;;x
# 7929;8;144;0;;x
# 7930;50;147;128;;x
# 7931;92;150;1;;x
# 7932;134;153;129;;x
# 7933;176;156;2;;x
# 7934;8;159;130;;x
# 7935;50;162;3;;x
# 7936;92;165;131;;x
# 7937;134;168;4;;x
# 7938;176;171;132;;x
# 7939;8;174;5;;x
# 7940;50;177;133;;x
# 7941;92;180;6;;x
# 7942;134;183;134;;x
# 7943;176;186;7;;x
# 7944;8;189;135;;x
# 7945;50;192;8;;x
# 7946;92;195;136;;x
# 7947;134;198;9;;x
# 7948;176;201;137;;x
# 7949;8;204;10;;x
# 7950;50;207;138;;x
# 7951;92;210;11;;x
# 7952;134;0;139;;x
# 7953;176;3;12;;x
# 7954;8;6;140;;x
# 7955;50;9;13;;x
# 7956;92;12;141;;x
# 7957;134;15;14;;x
# 7958;176;18;142;;x
# 7959;8;21;15;;x
# 7960;50;24;143;;x
# 7961;92;27;16;;x
# 7962;134;30;144;;x
# 7963;176;33;17;;x
# 7964;8;36;145;;x
# 7965;50;39;18;;x
# 7966;92;42;146;;x
# 7967;134;45;19;;x
# 7968;176;48;147;;x
# 7969;8;51;20;;x
# 7970;50;54;148;;x
# 7971;92;57;21;;x
# 7972;134;60;149;;x
# 7973;176;63;22;;x
# 7974;8;66;150;;x
# 7975;50;69;23;;x
# 7976;92;72;151;;x
# 7977;134;75;24;;x
# 7978;176;78;152;;x
# 7979;8;81;25;;x
# 7980;50;84;153;;x
# 7981;92;87;26;;x
# 7982;134;90;154;;x
# 7983;176;93;27;;x
# 7984;8;96;155;;x
# 7985;50;99;28;;x
# 7986;92;102;156;;x
# 7987;134;105;29;;x
# 7988;176;108;157;;x
# 7989;8;111;30;;x
# 7990;50;114;158;;x
# 7991;92;117;31;;x
# 7992;134;120;159;;x
# 7993;176;123;32;;x
# 7994;8;126;160;;x
# 7995;50;129;33;;x
# 7996;92;132;161;;x
# 7997;134;135;34;;x
# 7998;176;138;162;;x
# 7999;8;141;35;;x
# 8000;50;144;163;;x
# 8001;92;147;36;;x
# 8002;134;150;164;;x
# 8003;176;153;37;;x
# 8004;8;156;165;;x
# 8005;50;159;38;;x
# 8006;92;162;166;;x
# 8007;134;165;39;;x
# 8008;176;168;167;;x
# 8009;8;171;40;;x
# 8010;50;174;168;;x
# 8011;92;177;41;;x
# 8012;134;180;169;;x
# 8013;176;183;42;;x
# 8014;8;186;170;;x
# 8015;50;189;43;;x
# 8016;92;192;171;;x
# 8017;134;195;44;;x
# 8018;176;198;172;;x
# 8019;8;201;45;;x
# 8020;50;204;173;;x
# 8021;92;207;46;;x
# 8022;134;210;174;;x
# 8023;176;0;47;;x
# 8024;8;3;175;;x
# 8025;50;6;48;;x
# 8026;92;9;176;;x
# 8027;134;12;49;;x
# 8028;176;15;177;;x
# 8029;8;18;50;;x
# 8030;50;21;178;;x
# 8031;92;24;51;;x
# 8032;134;27;179;;x
# 8033;176;30;52;;x
# 8034;8;33;180;;x
# 8035;50;36;53;;x
# 8036;92;39;181;;x
# 8037;134;42;54;;x
# 8038;176;45;182;;x
# 8039;8;48;55;;x
# 8040;50;51;183;;x
# 8041;92;54;56;;x
# 8042;134;57;184;;x
# 8043;176;60;57;;x
# 8044;8;63;185;;x
# 8045;50;66;58;;x
# 8046;92;69;186;;x
# 8047;134;72;59;;x
# 8048;176;75;187;;x
# 8049;8;78;60;;x
# 8050;50;81;188;;x
# 8051;92;84;61;;x
# 8052;134;87;189;;x
# 8053;176;90;62;;x
# 8054;8;93;190;;x
# 8055;50;96;63;;x
# 8056;92;99;191;;x
# 8057;134;102;64;;x
# 8058;176;105;192;;x
# 8059;8;108;65;;x
# 8060;50;111;193;;x
# 8061;92;114;66;;x
# 8062;134;117;194;;x
# 8063;176;120;67;;x
# 8064;8;123;195;;x
# 8065;50;126;68;;x
# 8066;92;129;196;;x
# 8067;134;132;69;;x
# 8068;176;135;197;;x
# 8069;8;138;70;;x
# 8070;50;141;198;;x
# 8071;92;144;71;;x
# 8072;134;147;199;;x
# 8073;176;150;72;;x
# 8074;8;153;200;;x
# 8075;50;156;73;;x
# 8076;92;159;201;;x
# 8077;134;162;74;;x
# 8078;176;165;202;;x
# 8079;8;168;75;;x
# 8080;50;171;203;;x
# 8081;92;174;76;;x
# 8082;134;177;204;;x
# 8083;176;180;77;;x
# 8084;8;183;205;;x
# 8085;50;186;78;;x
# 8086;92;189;206;;x
# 8087;134;192;79;;x
# 8088;176;195;207;;x
# 8089;8;198;80;;x
# 8090;50;201;208;;x
# 8091;92;204;81;;x
# 8092;134;207;209;;x
# 8093;176;210;82;;x
# 8094;8;0;210;;x
# 8095;50;3;83;;x
# 8096;92;6;211;;x
# 8097;134;9;84;;x
# 8098;176;12;212;;x
# 8099;8;15;85;;x
# 8100;50;18;213;;x
# 8101;92;21;86;;x
# 8102;134;24;214;;x
# 8103;176;27;87;;x
# 8104;8;30;215;;x
# 8105;50;33;88;;x
# 8106;92;36;216;;x
# 8107;134;39;89;;x
# 8108;176;42;217;;x
# 8109;8;45;90;;x
# 8110;50;48;218;;x
# 8111;92;51;91;;x
# 8112;134;54;219;;x
# 8113;176;57;92;;x
# 8114;8;60;220;;x
# 8115;50;63;93;;x
# 8116;92;66;221;;x
# 8117;134;69;94;;x
# 8118;176;72;222;;x
# 8119;8;75;95;;x
# 8120;50;78;223;;x
# 8121;92;81;96;;x
# 8122;134;84;224;;x
# 8123;176;87;97;;x
# 8124;8;90;225;;x
# 8125;50;93;98;;x
# 8126;92;96;226;;x
# 8127;134;99;99;;x
# 8128;176;102;227;;x
# 8129;8;105;0;;x
# 8130;50;108;128;;x
# 8131;92;111;1;;x
# 8132;134;114;129;;x
# 8133;176;117;2;;x
# 8134;8;120;130;;x
# 8135;50;123;3;;x
# 8136;92;126;131;;x
# 8137;134;129;4;;x
# 8138;176;132;132;;x
# 8139;8;135;5;;x
# 8140;50;138;133;;x
# 8141;92;141;6;;x
# 8142;134;144;134;;x
# 8143;176;147;7;;x
# 8144;8;150;135;;x
# 8145;50;153;8;;x
# 8146;92;156;136;;x
# 8147;134;159;9;;x
# 8148;176;162;137;;x
# 8149;8;165;10;;x
# 8150;50;168;138;;x
# 8151;92;171;11;;x
# 8152;134;174;139;;x
# 8153;176;177;12;;x
# 8154;8;180;140;;x
# 8155;50;183;13;;x
# 8156;92;186;141;;x
# 8157;134;189;14;;x
# 8158;176;192;142;;x
# 8159;8;195;15;;x
# 8160;50;198;143;;x
# 8161;92;201;16;;x
# 8162;134;204;144;;x
# 8163;176;207;17;;x
# 8164;8;210;145;;x
# 8165;50;0;18;;x
# 8166;92;3;146;;x
# 8167;134;6;19;;x
# 8168;176;9;147;;x
# 8169;8;12;20;;x
# 8170;50;15;148;;x
# 8171;92;18;21;;x
# 8172;134;21;149;;x
# 8173;176;24;22;;x
# 8174;8;27;150;;x
# 8175;50;30;23;;x
# 8176;92;33;151;;x
# 8177;134;36;24;;x
# 8178;176;39;152;;x
# 8179;8;42;25;;x
# 8180;50;45;153;;x
# 8181;92;48;26;;x
# 8182;134;51;154;;x
# 8183;176;54;27;;x
# 8184;8;57;155;;x
# 8185;50;60;28;;x
# 8186;92;63;156;;x
# 8187;134;66;29;;x
# 8188;176;69;157;;x
# 8189;8;72;30;;x
# 8190;50;75;158;;x
# 8191;92;78;31;;x
# 8192;134;81;159;;x
# 8193;176;84;32;;x
# 8194;8;87;160;;x
# 8195;50;90;33;;x
# 8196;92;93;161;;x
# 8197;134;96;34;;x
# 8198;176;99;162;;x
# 8199;8;102;35;;x
# 8200;50;105;163;;x
# 8201;92;108;36;;x
# 8202;134;111;164;;x
# 8203;176;114;37;;x
# 8204;8;117;165;;x
# 8205;50;120;38;;x
# 8206;92;123;166;;x
# 8207;134;126;39;;x
# 8208;176;129;167;;x
# 8209;8;132;40;;x
# 8210;50;135;168;;x
# 8211;92;138;41;;x
# 8212;134;141;169;;x
# 8213;176;144;42;;x
# 8214;8;147;170;;x
# 8215;50;150;43;;x
# 8216;92;153;171;;x
# 8217;134;156;44;;x
# 8218;176;159;172;;x
# 8219;8;162;45;;x
# 8220;50;165;173;;x
# 8221;92;168;46;;x
# 8222;134;171;174;;x
# 8223;176;174;47;;x
# 8224;8;177;175;;x
# 8225;50;180;48;;x
# 8226;92;183;176;;x
# 8227;134;186;49;;x
# 8228;176;189;177;;x
# 8229;8;192;50;;x
# 8230;50;195;178;;x
# 8231;92;198;51;;x
# 8232;134;201;179;;x
# 8233;176;204;52;;x
# 8234;8;207;180;;x
# 8235;50;210;53;;x
# 8236;92;0;181;;x
# 8237;134;3;54;;x
# 8238;176;6;182;;x
# 8239;8;9;55;;x
# 8240;50;12;183;;x
# 8241;92;15;56;;x
# 8242;134;18;184;;x
# 8243;176;21;57;;x
# 8244;8;24;185;;x
# 8245;50;27;58;;x
# 8246;92;30;186;;x
# 8247;134;33;59;;x
# 8248;176;36;187;;x
# 8249;8;39;60;;x
# 8250;50;42;188;;x
# 8251;92;45;61;;x
# 8252;134;48;189;;x
# 8253;176;51;62;;x
# 8254;8;54;190;;x
# 8255;50;57;63;;x
# 8256;92;60;191;;x
# 8257;134;63;64;;x
# 8258;176;66;192;;x
# 8259;8;69;65;;x
# 8260;50;72;193;;x
# 8261;92;75;66;;x
# 8262;134;78;194;;x
# 8263;176;81;67;;x
# 8264;8;84;195;;x
# 8265;50;87;68;;x
# 8266;92;90;196;;x
# 8267;134;93;69;;x
# 8268;176;96;197;;x
# 8269;8;99;70;;x
# 8270;50;102;198;;x
# 8271;92;105;71;;x
# 8272;134;108;199;;x
# 8273;176;111;72;;x
# 8274;8;114;200;;x
# 8275;50;117;73;;x
# 8276;92;120;201;;x
# 8277;134;123;74;;x
# 8278;176;126;202;;x
# 8279;8;129;75;;x
# 8280;50;132;203;;x
# 8281;92;135;76;;x
# 8282;134;138;204;;x
# 8283;176;141;77;;x
# 8284;8;144;205;;x
# 8285;50;147;78;;x
# 8286;92;150;206;;x
# 8287;134;153;79;;x
# 8288;176;156;207;;x
# 8289;8;159;80;;x
# 8290;50;162;208;;x
# 8291;92;165;81;;x
# 8292;134;168;209;;x
# 8293;176;171;82;;x
# 8294;8;174;210;;x
# 8295;50;177;83;;x
# 8296;92;180;211;;x
# 8297;134;183;84;;x
# 8298;176;186;212;;x
# 8299;8;189;85;;x
# 8300;50;192;213;;x
# 8301;92;195;86;;x
# 8302;134;198;214;;x
# 8303;176;201;87;;x
# 8304;8;204;215;;x
# 8305;50;207;88;;x
# 8306;92;210;216;;x
# 8307;134;0;89;;x
# 8308;176;3;217;;x
# 8309;8;6;90;;x
# 8310;50;9;218;;x
# 8311;92;12;91;;x
# 8312;134;15;219;;x
# 8313;176;18;92;;x
# 8314;8;21;220;;x
# 8315;50;24;93;;x
# 8316;92;27;221;;x
# 8317;134;30;94;;x
# 8318;176;33;222;;x
# 8319;8;36;95;;x
# 8320;50;39;223;;x
# 8321;92;42;96;;x
# 8322;134;45;224;;x
# 8323;176;48;97;;x
# 8324;8;51;225;;x
# 8325;50;54;98;;x
# 8326;92;57;226;;x
# 8327;134;60;99;;x
# 8328;176;63;227;;x
# 8329;8;66;0;;x
# 8330;50;69;128;;x
# 8331;92;72;1;;x
# 8332;134;75;129;;x
# 8333;176;78;2;;x
# 8334;8;81;130;;x
# 8335;50;84;3;;x
# 8336;92;87;131;;x
# 8337;134;90;4;;x
# 8338;176;93;132;;x
# 8339;8;96;5;;x
# 8340;50;99;133;;x
# 8341;92;102;6;;x
# 8342;134;105;134;;x
# 8343;176;108;7;;x
# 8344;8;111;135;;x
# 8345;50;114;8;;x
# 8346;92;117;136;;x
# 8347;134;120;9;;x
# 8348;176;123;137;;x
# 8349;8;126;10;;x
# 8350;50;129;138;;x
# 8351;92;132;11;;x
# 8352;134;135;139;;x
# 8353;176;138;12;;x
# 8354;8;141;140;;x
# 8355;50;144;13;;x
# 8356;92;147;141;;x
# 8357;134;150;14;;x
# 8358;176;153;142;;x
# 8359;8;156;15;;x
# 8360;50;159;143;;x
# 8361;92;162;16;;x
# 8362;134;165;144;;x
# 8363;176;168;17;;x
# 8364;8;171;145;;x
# 8365;50;174;18;;x
# 8366;92;177;146;;x
# 8367;134;180;19;;x
# 8368;176;183;147;;x
# 8369;8;186;20;;x
# 8370;50;189;148;;x
# 8371;92;192;21;;x
# 8372;134;195;149;;x
# 8373;176;198;22;;x
# 8374;8;201;150;;x
# 8375;50;204;23;;x
# 8376;92;207;151;;x
# 8377;134;210;24;;x
# 8378;176;0;152;;x
# 8379;8;3;25;;x
# 8380;50;6;153;;x
# 8381;92;9;26;;x
# 8382;134;12;154;;x
# 8383;176;15;27;;x
# 8384;8;18;155;;x
# 8385;50;21;28;;x
# 8386;92;24;156;;x
# 8387;134;27;29;;x
# 8388;176;30;157;;x
# 8389;8;33;30;;x
# 8390;50;36;158;;x
# 8391;92;39;31;;x
# 8392;134;42;159;;x
# 8393;176;45;32;;x
# 8394;8;48;160;;x
# 8395;50;51;33;;x
# 8396;92;54;161;;x
# 8397;134;57;34;;x
# 8398;176;60;162;;x
# 8399;8;63;35;;x
# 8400;50;66;163;;x
# 8401;92;69;36;;x
# 8402;134;72;164;;x
# 8403;176;75;37;;x
# 8404;8;78;165;;x
# 8405;50;81;38;;x
# 8406;92;84;166;;x
# 8407;134;87;39;;x
# 8408;176;90;167;;x
# 8409;8;93;40;;x
# 8410;50;96;168;;x
# 8411;92;99;41;;x
# 8412;134;102;169;;x
# 8413;176;105;42;;x
# 8414;8;108;170;;x
# 8415;50;111;43;;x
# 8416;92;114;171;;x
# 8417;134;117;44;;x
# 8418;176;120;172;;x
# 8419;8;123;45;;x
# 8420;50;126;173;;x
# 8421;92;129;46;;x
# 8422;134;132;174;;x
# 8423;176;135;47;;x
# 8424;8;138;175;;x
# 8425;50;141;48;;x
# 8426;92;144;176;;x
# 8427;134;147;49;;x
# 8428;176;150;177;;x
# 8429;8;153;50;;x
# 8430;50;156;178;;x
# 8431;92;159;51;;x
# 8432;134;162;179;;x
# 8433;176;165;52;;x
# 8434;8;168;180;;x
# 8435;50;171;53;;x
# 8436;92;174;181;;x
# 8437;134;177;54;;x
# 8438;176;180;182;;x
# 8439;8;183;55;;x
# 8440;50;186;183;;x
# 8441;92;189;56;;x
# 8442;134;192;184;;x
# 8443;176;195;57;;x
# 8444;8;198;185;;x
# 8445;50;201;58;;x
# 8446;92;204;186;;x
# 8447;134;207;59;;x
# 8448;176;210;187;;x
# 8449;8;0;60;;x
# 8450;50;3;188;;x
# 8451;92;6;61;;x
# 8452;134;9;189;;x
# 8453;176;12;62;;x
# 8454;8;15;190;;x
# 8455;50;18;63;;x
# 8456;92;21;191;;x
# 8457;134;24;64;;x
# 8458;176;27;192;;x
# 8459;8;30;65;;x
# 8460;50;33;193;;x
# 8461;92;36;66;;x
# 8462;134;39;194;;x
# 8463;176;42;67;;x
# 8464;8;45;195;;x
# 8465;50;48;68;;x
# 8466;92;51;196;;x
# 8467;134;54;69;;x
# 8468;176;57;197;;x
# 8469;8;60;70;;x
# 8470;50;63;198;;x
# 8471;92;66;71;;x
# 8472;134;69;199;;x
# 8473;176;72;72;;x
# 8474;8;75;200;;x
# 8475;50;78;73;;x
# 8476;92;81;201;;x
# 8477;134;84;74;;x
# 8478;176;87;202;;x
# 8479;8;90;75;;x
# 8480;50;93;203;;x
# 8481;92;96;76;;x
# 8482;134;99;204;;x
# 8483;176;102;77;;x
# 8484;8;105;205;;x
# 8485;50;108;78;;x
# 8486;92;111;206;;x
# 8487;134;114;79;;x
# 8488;176;117;207;;x
# 8489;8;120;80;;x
# 8490;50;123;208;;x
# 8491;92;126;81;;x
# 8492;134;129;209;;x
# 8493;176;132;82;;x
# 8494;8;135;210;;x
# 8495;50;138;83;;x
# 8496;92;141;211;;x
# 8497;134;144;84;;x
# 8498;176;147;212;;x
# 8499;8;150;85;;x
# 8500;50;153;213;;x
# 8501;92;156;86;;x
# 8502;134;159;214;;x
# 8503;176;162;87;;x
# 8504;8;165;215;;x
# 8505;50;168;88;;x
# 8506;92;171;216;;x
# 8507;134;174;89;;x
# 8508;176;177;217;;x
# 8509;8;180;90;;x
# 8510;50;183;218;;x
# 8511;92;186;91;;x
# 8512;134;189;219;;x
# 8513;176;192;92;;x
# 8514;8;195;220;;x
# 8515;50;198;93;;x
# 8516;92;201;221;;x
# 8517;134;204;94;;x
# 8518;176;207;222;;x
# 8519;8;210;95;;x
# 8520;50;0;223;;x
# 8521;92;3;96;;x
# 8522;134;6;224;;x
# 8523;176;9;97;;x
# 8524;8;12;225;;x
# 8525;50;15;98;;x
# 8526;92;18;226;;x
# 8527;134;21;99;;x
# 8528;176;24;227;;x
# 8529;8;27;0;;x
# 8530;50;30;128;;x
# 8531;92;33;1;;x
# 8532;134;36;129;;x
# 8533;176;39;2;;x
# 8534;8;42;130;;x
# 8535;50;45;3;;x
# 8536;92;48;131;;x
# 8537;134;51;4;;x
# 8538;176;54;132;;x
# 8539;8;57;5;;x
# 8540;50;60;133;;x
# 8541;92;63;6;;x
# 8542;134;66;134;;x
# 8543;176;69;7;;x
# 8544;8;72;135;;x
# 8545;50;75;8;;x
# 8546;92;78;136;;x
# 8547;134;81;9;;x
# 8548;176;84;137;;x
# 8549;8;87;10;;x
# 8550;50;90;138;;x
# 8551;92;93;11;;x
# 8552;134;96;139;;x
# 8553;176;99;12;;x
# 8554;8;102;140;;x
# 8555;50;105;13;;x
# 8556;92;108;141;;x
# 8557;134;111;14;;x
# 8558;176;114;142;;x
# 8559;8;117;15;;x
# 8560;50;120;143;;x
# 8561;92;123;16;;x
# 8562;134;126;144;;x
# 8563;176;129;17;;x
# 8564;8;132;145;;x
# 8565;50;135;18;;x
# 8566;92;138;146;;x
# 8567;134;141;19;;x
# 8568;176;144;147;;x
# 8569;8;147;20;;x
# 8570;50;150;148;;x
# 8571;92;153;21;;x
# 8572;134;156;149;;x
# 8573;176;159;22;;x
# 8574;8;162;150;;x
# 8575;50;165;23;;x
# 8576;92;168;151;;x
# 8577;134;171;24;;x
# 8578;176;174;152;;x
# 8579;8;177;25;;x
# 8580;50;180;153;;x
# 8581;92;183;26;;x
# 8582;134;186;154;;x
# 8583;176;189;27;;x
# 8584;8;192;155;;x
# 8585;50;195;28;;x
# 8586;92;198;156;;x
# 8587;134;201;29;;x
# 8588;176;204;157;;x
# 8589;8;207;30;;x
# 8590;50;210;158;;x
# 8591;92;0;31;;x
# 8592;134;3;159;;x
# 8593;176;6;32;;x
# 8594;8;9;160;;x
# 8595;50;12;33;;x
# 8596;92;15;161;;x
# 8597;134;18;34;;x
# 8598;176;21;162;;x
# 8599;8;24;35;;x
# 8600;50;27;163;;x
# 8601;92;30;36;;x
# 8602;134;33;164;;x
# 8603;176;36;37;;x
# 8604;8;39;165;;x
# 8605;50;42;38;;x
# 8606;92;45;166;;x
# 8607;134;48;39;;x
# 8608;176;51;167;;x
# 8609;8;54;40;;x
# 8610;50;57;168;;x
# 8611;92;60;41;;x
# 8612;134;63;169;;x
# 8613;176;66;42;;x
# 8614;8;69;170;;x
# 8615;50;72;43;;x
# 8616;92;75;171;;x
# 8617;134;78;44;;x
# 8618;176;81;172;;x
# 8619;8;84;45;;x
# 8620;50;87;173;;x
# 8621;92;90;46;;x
# 8622;134;93;174;;x
# 8623;176;96;47;;x
# 8624;8;99;175;;x
# 8625;50;102;48;;x
# 8626;92;105;176;;x
# 8627;134;108;49;;x
# 8628;176;111;177;;x
# 8629;8;114;50;;x
# 8630;50;117;178;;x
# 8631;92;120;51;;x
# 8632;134;123;179;;x
# 8633;176;126;52;;x
# 8634;8;129;180;;x
# 8635;50;132;53;;x
# 8636;92;135;181;;x
# 8637;134;138;54;;x
# 8638;176;141;182;;x
# 8639;8;144;55;;x
# 8640;50;147;183;;x
# 8641;92;150;56;;x
# 8642;134;153;184;;x
# 8643;176;156;57;;x
# 8644;8;159;185;;x
# 8645;50;162;58;;x
# 8646;92;165;186;;x
# 8647;134;168;59;;x
# 8648;176;171;187;;x
# 8649;8;174;60;;x
# 8650;50;177;188;;x
# 8651;92;180;61;;x
# 8652;134;183;189;;x
# 8653;176;186;62;;x
# 8654;8;189;190;;x
# 8655;50;192;63;;x
# 8656;92;195;191;;x
# 8657;134;198;64;;x
# 8658;176;201;192;;x
# 8659;8;204;65;;x
# 8660;50;207;193;;x
# 8661;92;210;66;;x
# 8662;134;0;194;;x
# 8663;176;3;67;;x
# 8664;8;6;195;;x
# 8665;50;9;68;;x
# 8666;92;12;196;;x
# 8667;134;15;69;;x
# 8668;176;18;197;;x
# 8669;8;21;70;;x
# 8670;50;24;198;;x
# 8671;92;27;71;;x
# 8672;134;30;199;;x
# 8673;176;33;72;;x
# 8674;8;36;200;;x
# 8675;50;39;73;;x
# 8676;92;42;201;;x
# 8677;134;45;74;;x
# 8678;176;48;202;;x
# 8679;8;51;75;;x
# 8680;50;54;203;;x
# 8681;92;57;76;;x
# 8682;134;60;204;;x
# 8683;176;63;77;;x
# 8684;8;66;205;;x
# 8685;50;69;78;;x
# 8686;92;72;206;;x
# 8687;134;75;79;;x
# 8688;176;78;207;;x
# 8689;8;81;80;;x
# 8690;50;84;208;;x
# 8691;92;87;81;;x
# 8692;134;90;209;;x
# 8693;176;93;82;;x
# 8694;8;96;210;;x
# 8695;50;99;83;;x
# 8696;92;102;211;;x
# 8697;134;105;84;;x
# 8698;176;108;212;;x
# 8699;8;111;85;;x
# 8700;50;114;213;;x
# 8701;92;117;86;;x
# 8702;134;120;214;;x
# 8703;176;123;87;;x
# 8704;8;126;215;;x
# 8705;50;129;88;;x
# 8706;92;132;216;;x
# 8707;134;135;89;;x
# 8708;176;138;217;;x
# 8709;8;141;90;;x
# 8710;50;144;218;;x
# 8711;92;147;91;;x
# 8712;134;150;219;;x
# 8713;176;153;92;;x
# 8714;8;156;220;;x
# 8715;50;159;93;;x
# 8716;92;162;221;;x
# 8717;134;165;94;;x
# 8718;176;168;222;;x
# 8719;8;171;95;;x
# 8720;50;174;223;;x
# 8721;92;177;96;;x
# 8722;134;180;224;;x
# 8723;176;183;97;;x
# 8724;8;186;225;;x
# 8725;50;189;98;;x
# 8726;92;192;226;;x
# 8727;134;195;99;;x
# 8728;176;198;227;;x
# 8729;8;201;0;;x
